1,9,0000000000,0,50000,00000000000000000000,1722553890764
2,9,0000000016,0,00000,00000000000000075440,0
3,9,0000000007,0,61054,00000000000000000000,1722553899906
4,9,0000000010,0,00000,00000000000000066227,0
5,9,0000000039,0,00000,00000000000000094504,0
6,9,0000000000,0,50000,00000000000000000000,1722553890764
7,9,0000000006,0,59275,00000000000000000000,1722553899906
8,9,0000000019,0,40306,00000000000000000000,1722553899906
9,9,0000000004,0,55707,00000000000000000000,1722553890768
10,9,0000000008,0,00000,00000000000000062810,0
11,9,0000000001,0,00000,00000000000000050937,0
13,9,0000000007,0,00000,00000000000000061054,0
16,9,0000000007,0,00000,00000000000000061054,0
18,9,0000000007,0,00000,00000000000000061054,0
22,9,0000000000,0,00000,00000000000000050000,0
23,9,0000000007,0,00000,00000000000000061054,0
24,9,0000000007,0,00000,00000000000000061054,0
25,9,0000000006,0,00000,00000000000000059275,0
