1,16,0000000047,0,48570,00000000000000096673,1725383821337
2,16,0000000003,0,27801,00000000000000052340,1725383821337
3,16,0000000015,0,37746,00000000000000072563,1725383821337
4,16,0000000015,0,37746,00000000000000072563,1725383821337
5,16,0000000014,0,37039,00000000000000071049,1725383821337
6,16,0000000001,0,25937,00000000000000050000,1725383821337
9,16,0000000008,0,32283,00000000000000061054,1725383821337
10,16,0000000059,0,49408,00000000000000098620,1725383821337
11,16,0000000053,0,49078,00000000000000097853,1725383821337
12,16,0000000015,0,37746,00000000000000072563,1725383821337
13,16,0000000060,0,49451,00000000000000098718,1725383821337
14,16,0000000004,0,28722,00000000000000053971,1725383821337
15,16,0000000001,0,25937,00000000000000050000,1725383821337
16,16,0000000057,0,49314,00000000000000098400,1725383821337
17,16,0000000003,0,27801,00000000000000052340,1725383821337
18,16,0000000047,0,48570,00000000000000096673,1725383821337
19,16,0000000001,0,25937,00000000000000050000,1725383821337
22,16,0000000016,0,38426,00000000000000074027,1725383821337
23,16,0000000046,0,48462,00000000000000096424,1725383821337
24,16,0000000047,0,48570,00000000000000096673,1725383821337
25,16,0000000024,0,42907,00000000000000083837,1725383821337
26,16,0000000008,0,32283,00000000000000061054,1725383821337
40,16,0000000000,0,50000,00000000000000000000,1725383833377
41,16,0000000000,0,50000,00000000000000000000,1725383833377
58,16,0000000000,0,50000,00000000000000000000,1725383833377
59,16,0000000001,0,50937,00000000000000000000,1725383821337
60,16,0000000001,0,50937,00000000000000000000,1725383821337
62,16,0000000000,0,50000,00000000000000000000,1725383833377
64,16,0000000001,0,50937,00000000000000000000,1725383821337
65,16,0000000001,0,50937,00000000000000000000,1725383821337
