1,13,0000000046,0,96673,00000000000000000000,1722451639992
2,13,0000000024,0,84826,00000000000000000000,1722451776805
3,13,0000000045,0,96424,00000000000000000000,1722451776805
4,13,0000000045,0,96424,00000000000000000000,1722451776805
5,13,0000000037,0,93672,00000000000000000000,1722451776805
6,13,0000000007,0,61054,00000000000000000000,1722451776800
9,13,0000000007,0,61054,00000000000000000000,1722451633664
10,13,0000000060,0,98810,00000000000000000000,1722451775072
11,13,0000000076,0,99638,00000000000000000000,1722451776805
12,13,0000000045,0,96424,00000000000000000000,1722451776805
13,13,0000000086,0,99829,00000000000000000000,1722451776805
14,13,0000000032,0,91053,00000000000000000000,1722451776805
15,13,0000000007,0,61054,00000000000000000000,1722451776800
16,13,0000000059,0,98718,00000000000000000000,1722451775072
17,13,0000000018,0,78106,00000000000000000000,1722451776805
18,13,0000000053,0,98005,00000000000000000000,1722451776800
19,13,0000000000,0,50000,00000000000000000000,1722451639993
22,13,0000000015,0,74027,00000000000000000000,1722451637807
23,13,0000000045,0,96424,00000000000000000000,1722451637813
24,13,0000000046,0,96673,00000000000000000000,1722451639993
25,13,0000000023,0,83837,00000000000000000000,1722451639993
26,13,0000000007,0,61054,00000000000000000000,1722451639993
