1,11,0000000045,0,96424,00000000000000000000,1722451640001
2,11,0000000031,0,90424,00000000000000000000,1722451776805
3,11,0000000062,0,98974,00000000000000000000,1722451776805
4,11,0000000061,0,98895,00000000000000000000,1722451776805
5,11,0000000059,0,98718,00000000000000000000,1722451776805
6,11,0000000001,0,50937,00000000000000000000,1722451776800
9,11,0000000001,0,50937,00000000000000000000,1722451633664
10,11,0000000059,0,98718,00000000000000000000,1722451772872
11,11,0000000102,0,99948,00000000000000000000,1722451776805
12,11,0000000061,0,98895,00000000000000000000,1722451776805
13,11,0000000076,0,99638,00000000000000000000,1722451776805
14,11,0000000054,0,98146,00000000000000000000,1722451776805
15,11,0000000001,0,50937,00000000000000000000,1722451776800
16,11,0000000052,0,97853,00000000000000000000,1722451772872
17,11,0000000044,0,96156,00000000000000000000,1722451776805
18,11,0000000040,0,94881,00000000000000000000,1722451776800
19,11,0000000006,0,59275,00000000000000000000,1722451640002
22,11,0000000014,0,72563,00000000000000000000,1722451637807
23,11,0000000038,0,94102,00000000000000000000,1722451639992
24,11,0000000045,0,96424,00000000000000000000,1722451640002
25,11,0000000023,0,83837,00000000000000000000,1722451640002
26,11,0000000013,0,71049,00000000000000000000,1722451640002
