1,1,0000001057,1,00000,00000000000000000000,1725633037748
2,1,0000000289,1,00000,00000000000000000000,1725633037748
3,1,0000000340,1,00000,00000000000000000000,1725633037748
4,1,0000000561,1,00000,00000000000000000000,1725633037748
5,1,0000000288,1,00000,00000000000000000000,1725633037748
6,1,0000000287,1,00000,00000000000000000000,1725633037748
7,1,0000000291,1,00000,00000000000000000000,1725633037748
8,1,0000000309,1,00000,00000000000000000000,1725633037748
9,1,0000000275,1,00000,00000000000000000000,1725633037748
10,1,0000000380,1,00000,00000000000000000000,1725633037748
11,1,0000000288,1,00000,00000000000000000000,1725633037748
13,1,0000000289,1,00000,00000000000000000000,1725633037748
14,1,0000000249,1,00000,00000000000000000000,1725633037748
16,1,0000000289,1,00000,00000000000000000000,1725633037748
17,1,0000000321,1,00000,00000000000000000000,1725633037748
18,1,0000000289,1,00000,00000000000000000000,1725633037748
19,1,0000000249,1,00000,00000000000000000000,1725633037748
22,1,0000000258,1,00000,00000000000000000000,1725633037748
23,1,0000000289,1,00000,00000000000000000000,1725633037748
24,1,0000000296,1,00000,00000000000000000000,1725633037748
25,1,0000000273,1,00000,00000000000000000000,1725633037748
26,1,0000000256,1,00000,00000000000000000000,1725633037748
28,1,0000000256,1,00000,00000000000000000000,1725633037748
40,1,0000000155,0,74999,00000000000000099999,1725633037748
41,1,0000000155,0,74999,00000000000000099999,1725633037748
42,1,0000000002,0,52340,00000000000000000000,1725633037748
46,1,0000000155,0,74999,00000000000000099999,1725633037748
58,1,0000000743,1,00000,00000000000000000000,1725633037748
59,1,0000000189,1,00000,00000000000000000000,1725633037748
60,1,0000000189,1,00000,00000000000000000000,1725633037748
62,1,0000000358,1,00000,00000000000000000000,1725633037748
64,1,0000000183,1,00000,00000000000000000000,1725633037748
65,1,0000000157,0,74999,00000000000000099999,1725633037748
71,1,0000000301,1,00000,00000000000000000000,1725633037748
74,1,0000000301,1,00000,00000000000000000000,1725633037748
