1,4,0000000117,0,99983,00000000000000000000,1722553927229
2,4,0000000133,0,99995,00000000000000000000,1722553927229
3,4,0000000000,0,50000,00000000000000000000,1722553909013
4,4,0000000116,0,99982,00000000000000000000,1722553927229
5,4,0000000075,0,00000,00000000000000099610,0
6,4,0000000062,0,98974,00000000000000000000,1722553927229
7,4,0000000043,0,95869,00000000000000000000,1722553927229
8,4,0000000042,0,95562,00000000000000000000,1722553927229
9,4,0000000010,0,00000,00000000000000066227,0
10,4,0000000020,0,00000,00000000000000080558,0
11,4,0000000061,0,00000,00000000000000098895,0
12,4,0000000069,0,00000,00000000000000099390,0
13,4,0000000045,0,00000,00000000000000096424,0
14,4,0000000054,0,00000,00000000000000098146,0
15,4,0000000007,0,00000,00000000000000061054,0
16,4,0000000014,0,00000,00000000000000072563,0
17,4,0000000038,0,00000,00000000000000094102,0
18,4,0000000007,0,00000,00000000000000061054,0
