1,26,0000000013,0,71049,00000000000000000000,1722451640002
3,26,0000000000,0,50000,00000000000000000000,1722451661244
10,26,0000000013,0,71049,00000000000000000000,1722451640002
11,26,0000000013,0,71049,00000000000000000000,1722451640002
13,26,0000000007,0,61054,00000000000000000000,1722451639993
14,26,0000000005,0,57487,00000000000000000000,1722451640002
16,26,0000000007,0,61054,00000000000000000000,1722451639993
17,26,0000000005,0,57487,00000000000000000000,1722451640002
18,26,0000000007,0,61054,00000000000000000000,1722451639993
19,26,0000000005,0,57487,00000000000000000000,1722451640002
23,26,0000000007,0,61054,00000000000000000000,1722451639993
24,26,0000000013,0,71049,00000000000000000000,1722451640002
25,26,0000000007,0,61054,00000000000000000000,1722451640002
26,26,0000000010,0,66227,00000000000000000000,1722451640002
