1,17,0000000109,0,99969,00000000000000000000,1725383984486
2,17,0000000060,0,98810,00000000000000093072,1725383981123
3,17,0000000073,0,99548,00000000000000000000,1725383981123
4,17,0000000071,0,99475,00000000000000096011,1725383981123
5,17,0000000070,0,99434,00000000000000095828,1725383981123
6,17,0000000033,0,91645,00000000000000068560,1725383981123
10,17,0000000042,0,95562,00000000000000000000,1725383981123
11,17,0000000077,0,99664,00000000000000096877,1725383981123
12,17,0000000071,0,99475,00000000000000096011,1725383981123
13,17,0000000051,0,97689,00000000000000088430,1725383981123
14,17,0000000075,0,99610,00000000000000096629,1725383981123
15,17,0000000033,0,91645,00000000000000068560,1725383981123
16,17,0000000035,0,92723,00000000000000071582,1725383981123
17,17,0000000187,1,00000,00000000000000000000,1725383981123
18,17,0000000034,0,92201,00000000000000070095,1725383981123
19,17,0000000038,0,94102,00000000000000075739,1725383981123
23,17,0000000033,0,91645,00000000000000068560,1725383981123
24,17,0000000039,0,94504,00000000000000077021,1725383981123
25,17,0000000039,0,94504,00000000000000077021,1725383981123
26,17,0000000038,0,94102,00000000000000075739,1725383981123
58,17,0000000029,0,89046,00000000000000000000,1725383981123
59,17,0000000048,0,97123,00000000000000087497,1725383981123
60,17,0000000048,0,97123,00000000000000087497,1725383981123
62,17,0000000029,0,89046,00000000000000000000,1725383981123
64,17,0000000048,0,97123,00000000000000087497,1725383981123
65,17,0000000021,0,81704,00000000000000000000,1725383981123
71,17,0000000130,0,99994,00000000000000000000,1725383981123
74,17,0000000130,0,99994,00000000000000000000,1725383981123
