2,12,0000000038,0,94102,00000000000000000000,1722451776805
3,12,0000000069,0,99390,00000000000000000000,1722451776805
4,12,0000000069,0,99390,00000000000000000000,1722451776805
5,12,0000000061,0,98895,00000000000000000000,1722451776805
6,12,0000000007,0,61054,00000000000000000000,1722451776800
10,12,0000000014,0,72563,00000000000000000000,1722451775072
11,12,0000000061,0,98895,00000000000000000000,1722451776805
12,12,0000000068,0,99343,00000000000000000000,1722451776805
13,12,0000000045,0,96424,00000000000000000000,1722451776805
14,12,0000000054,0,98146,00000000000000000000,1722451776805
15,12,0000000007,0,61054,00000000000000000000,1722451776800
16,12,0000000014,0,72563,00000000000000000000,1722451775072
17,12,0000000038,0,94102,00000000000000000000,1722451776805
18,12,0000000007,0,61054,00000000000000000000,1722451776800
