1,23,0000000046,0,96673,00000000000000000000,1722451639992
9,23,0000000007,0,61054,00000000000000000000,1722451633664
10,23,0000000046,0,96673,00000000000000000000,1722451639992
11,23,0000000038,0,94102,00000000000000000000,1722451639992
13,23,0000000045,0,96424,00000000000000000000,1722451637813
14,23,0000000000,0,50000,00000000000000000000,1722451639992
16,23,0000000045,0,96424,00000000000000000000,1722451637813
17,23,0000000000,0,50000,00000000000000000000,1722451639993
18,23,0000000045,0,96424,00000000000000000000,1722451637813
19,23,0000000000,0,50000,00000000000000000000,1722451639993
22,23,0000000015,0,74027,00000000000000000000,1722451637807
23,23,0000000044,0,96156,00000000000000000000,1722451637813
24,23,0000000046,0,96673,00000000000000000000,1722451639993
25,23,0000000023,0,83837,00000000000000000000,1722451639993
26,23,0000000007,0,61054,00000000000000000000,1722451639993
